ticker,name,industry,market_cap,market_cap_num,symbol_url
A,"Agilent Technologies, Inc.",Diagnostics & Research,41.49B,41490000000,/stocks/a/
AA,Alcoa Corporation,Aluminum,9.53B,9530000000,/stocks/aa/
AACB,Artius II Acquisition Inc.,Shell Companies,300.83M,300830000,/stocks/aacb/
AACG,ATA Creativity Global,Education & Training Services,39.06M,39060000,/stocks/aacg/
AAL,American Airlines Group Inc.,Airlines,8.67B,8670000000,/stocks/aal/
AAM,AA Mission Acquisition Corp.,Shell Companies,466.12M,466120000,/stocks/aam/
AAME,Atlantic American Corporation,Insurance - Life,57.72M,57720000,/stocks/aame/
AAMI,Acadian Asset Management Inc.,Asset Management,1.72B,1720000000,/stocks/aami/
AAOI,"Applied Optoelectronics, Inc.",Communication Equipment,2.22B,2220000000,/stocks/aaoi/
AAON,"AAON, Inc.",Building Products & Equipment,8.02B,8020000000,/stocks/aaon/
AAP,"Advance Auto Parts, Inc.",Auto Parts,2.83B,2830000000,/stocks/aap/
AAPG,Ascentage Pharma Group International,Biotechnology,3.15B,3150000000,/stocks/aapg/
AAPL,Apple Inc.,Consumer Electronics,4.00T,4000000000000,/stocks/aapl/
AARD,"Aardvark Therapeutics, Inc.",Biotechnology,231.94M,231940000,/stocks/aard/
AAT,"American Assets Trust, Inc.",REIT - Diversified,1.48B,1480000000,/stocks/aat/
AAUC,Allied Gold Corporation,Gold,1.78B,1780000000,/stocks/aauc/
AB,AllianceBernstein Holding L.P.,Asset Management,3.66B,3660000000,/stocks/ab/
ABAT,American Battery Technology Company,Waste Management,605.58M,605580000,/stocks/abat/
ABBV,AbbVie Inc.,Drug Manufacturers - General,385.18B,385180000000,/stocks/abbv/
ABCB,Ameris Bancorp,Banks - Regional,4.89B,4890000000,/stocks/abcb/
ABCL,AbCellera Biologics Inc.,Biotechnology,1.66B,1660000000,/stocks/abcl/
ABEO,Abeona Therapeutics Inc.,Biotechnology,246.65M,246650000,/stocks/abeo/
ABEV,Ambev S.A.,Beverages - Brewers,36.85B,36850000000,/stocks/abev/
ABG,"Asbury Automotive Group, Inc.",Auto & Truck Dealerships,4.56B,4560000000,/stocks/abg/
ABL,"Abacus Global Management, Inc.",Insurance - Life,484.34M,484340000,/stocks/abl/
ABLV,Able View Global Inc.,Advertising Agencies,45.44M,45440000,/stocks/ablv/
ABM,ABM Industries Incorporated,Specialty Business Services,2.63B,2630000000,/stocks/abm/
ABNB,"Airbnb, Inc.",Travel Services,77.47B,77470000000,/stocks/abnb/
ABOS,"Acumen Pharmaceuticals, Inc.",Biotechnology,133.87M,133870000,/stocks/abos/
ABP,"Abpro Holdings, Inc.",Biotechnology,14.61M,14610000,/stocks/abp/
ABR,"Arbor Realty Trust, Inc.",REIT - Mortgage,2.14B,2140000000,/stocks/abr/
ABSI,Absci Corporation,Biotechnology,639.96M,639960000,/stocks/absi/
ABT,Abbott Laboratories,Medical Devices,214.96B,214960000000,/stocks/abt/
ABTC,American Bitcoin Corp.,Financial - Capital Markets,4.62B,4620000000,/stocks/abtc/
ABTS,Abits Group Inc.,Capital Markets,16.45M,16450000,/stocks/abts/
ABUS,Arbutus Biopharma Corporation,Biotechnology,906.73M,906730000,/stocks/abus/
ABVC,"ABVC BioPharma, Inc.",Biotechnology,63.87M,63870000,/stocks/abvc/
ABVE,Above Food Ingredients Inc.,Packaged Foods,184.29M,184290000,/stocks/abve/
ABVX,ABIVAX Société Anonyme,Biotechnology,7.92B,7920000000,/stocks/abvx/
ACA,"Arcosa, Inc.",Engineering & Construction,5.00B,5000000000,/stocks/aca/
ACAD,ACADIA Pharmaceuticals Inc.,Biotechnology,3.83B,3830000000,/stocks/acad/
ACB,Aurora Cannabis Inc.,Drug Manufacturers - Specialty & Generic,280.38M,280380000,/stocks/acb/
ACCL,Acco Group Holdings Limited,Specialty Business Services,56.15M,56150000,/stocks/accl/
ACCO,ACCO Brands Corporation,Business Equipment & Supplies,338.91M,338910000,/stocks/acco/
ACCS,ACCESS Newswire Inc.,Advertising Agencies,36.78M,36780000,/stocks/accs/
ACDC,ProFrac Holding Corp.,Oil & Gas Equipment & Services,989.37M,989370000,/stocks/acdc/
ACEL,"Accel Entertainment, Inc.",Gambling,858.95M,858950000,/stocks/acel/
ACET,"Adicet Bio, Inc.",Biotechnology,121.28M,121280000,/stocks/acet/
ACFN,"Acorn Energy, Inc.",Scientific & Technical Instruments,61.86M,61860000,/stocks/acfn/
ACGL,Arch Capital Group Ltd.,Insurance - Diversified,31.57B,31570000000,/stocks/acgl/
ACHC,"Acadia Healthcare Company, Inc.",Medical Care Facilities,1.99B,1990000000,/stocks/achc/
ACHR,Archer Aviation Inc.,Aerospace & Defense,7.24B,7240000000,/stocks/achr/
ACHV,"Achieve Life Sciences, Inc.",Biotechnology,261.66M,261660000,/stocks/achv/
ACI,"Albertsons Companies, Inc.",Grocery Stores,9.72B,9720000000,/stocks/aci/
ACIC,American Coastal Insurance Corporation,Insurance - Property & Casualty,577.38M,577380000,/stocks/acic/
ACIU,AC Immune SA,Biotechnology,334.43M,334430000,/stocks/aciu/
ACIW,"ACI Worldwide, Inc.",Software - Infrastructure,4.92B,4920000000,/stocks/aciw/
ACLS,"Axcelis Technologies, Inc.",Semiconductors,2.47B,2470000000,/stocks/acls/
ACLX,"Arcellx, Inc.",Biotechnology,5.01B,5010000000,/stocks/aclx/
ACM,AECOM,Engineering & Construction,17.79B,17790000000,/stocks/acm/
ACMR,"ACM Research, Inc.",Semiconductor Equipment & Materials,2.66B,2660000000,/stocks/acmr/
ACN,Accenture plc,Information Technology Services,155.10B,155100000000,/stocks/acn/
ACNB,ACNB Corporation,Banks - Regional,470.91M,470910000,/stocks/acnb/
ACNT,Ascent Industries Co.,Steel,113.91M,113910000,/stocks/acnt/
ACOG,Alpha Cognition Inc.,Biotechnology,129.38M,129380000,/stocks/acog/
ACON,"Aclarion, Inc.",Health Information Services,5.02M,5020000,/stocks/acon/
ACR,ACRES Commercial Realty Corp.,REIT - Mortgage,149.05M,149050000,/stocks/acr/
ACRE,Ares Commercial Real Estate Corporation,REIT - Mortgage,244.66M,244660000,/stocks/acre/
ACRS,"Aclaris Therapeutics, Inc.",Biotechnology,273.00M,273000000,/stocks/acrs/
ACRV,"Acrivon Therapeutics, Inc.",Biotechnology,62.60M,62600000,/stocks/acrv/
ACT,"Enact Holdings, Inc.",Insurance - Specialty,5.27B,5270000000,/stocks/act/
ACTG,Acacia Research Corporation,Business Equipment & Supplies,334.66M,334660000,/stocks/actg/
ACTU,"Actuate Therapeutics, Inc.",Biotechnology,152.66M,152660000,/stocks/actu/
ACU,Acme United Corporation,Household & Personal Products,144.41M,144410000,/stocks/acu/
ACVA,ACV Auctions Inc.,Auto & Truck Dealerships,1.56B,1560000000,/stocks/acva/
ACXP,"Acurx Pharmaceuticals, Inc.",Biotechnology,7.66M,7660000,/stocks/acxp/
AD,"Array Digital Infrastructure, Inc.",Telecom Services,4.24B,4240000000,/stocks/ad/
ADAG,Adagene Inc.,Biotechnology,83.89M,83890000,/stocks/adag/
ADAM,"Adamas Trust, Inc.",REIT - Mortgage,602.35M,602350000,/stocks/adam/
ADBE,Adobe Inc.,Software - Application,142.45B,142450000000,/stocks/adbe/
ADC,Agree Realty Corporation,REIT - Retail,8.40B,8400000000,/stocks/adc/
ADCT,ADC Therapeutics SA,Biotechnology,501.75M,501750000,/stocks/adct/
ADEA,Adeia Inc.,Software - Application,1.86B,1860000000,/stocks/adea/
ADGM,"Adagio Medical Holdings, Inc.",Medical Devices,17.53M,17530000,/stocks/adgm/
ADI,"Analog Devices, Inc.",Semiconductors,115.18B,115180000000,/stocks/adi/
ADIL,"Adial Pharmaceuticals, Inc.",Biotechnology,7.63M,7630000,/stocks/adil/
ADM,Archer-Daniels-Midland Company,Farm Products,29.08B,29080000000,/stocks/adm/
ADMA,"ADMA Biologics, Inc.",Biotechnology,3.69B,3690000000,/stocks/adma/
ADNT,Adient plc,Auto Parts,1.88B,1880000000,/stocks/adnt/
ADP,"Automatic Data Processing, Inc.",Software - Application,105.28B,105280000000,/stocks/adp/
ADPT,Adaptive Biotechnologies Corporation,Biotechnology,2.64B,2640000000,/stocks/adpt/
ADSE,ADS-TEC Energy PLC,Electrical Equipment & Parts,650.12M,650120000,/stocks/adse/
ADSK,"Autodesk, Inc.",Software - Application,64.11B,64110000000,/stocks/adsk/
ADT,ADT Inc.,Security & Protection Services,7.29B,7290000000,/stocks/adt/
ADTN,"ADTRAN Holdings, Inc.",Communication Equipment,831.41M,831410000,/stocks/adtn/
ADTX,"Aditxt, Inc.",Biotechnology,295.61K,295610,/stocks/adtx/
ADUR,Aduro Clean Technologies Inc.,Pollution & Treatment Controls,446.30M,446300000,/stocks/adur/
ADUS,Addus HomeCare Corporation,Medical Care Facilities,2.12B,2120000000,/stocks/adus/
ADV,Advantage Solutions Inc.,Advertising Agencies,417.21M,417210000,/stocks/adv/
ADVB,Advanced Biomed Inc.,Diagnostics & Research,10.40M,10400000,/stocks/advb/
ADVM,"Adverum Biotechnologies, Inc.",Biotechnology,90.23M,90230000,/stocks/advm/
ADXN,Addex Therapeutics Ltd,Biotechnology,11.71M,11710000,/stocks/adxn/
AEBI,Aebi Schmidt Holding AG,Farm & Heavy Construction Machinery,861.93M,861930000,/stocks/aebi/
AEC,Anfield Energy Inc.,Other,133.09M,133090000,/stocks/aec/
AEE,Ameren Corporation,Utilities - Regulated Electric,27.59B,27590000000,/stocks/aee/
AEG,Aegon Ltd.,Insurance - Diversified,11.94B,11940000000,/stocks/aeg/
AEHL,Antelope Enterprise Holdings Limited,Building Products & Equipment,2.49M,2490000,/stocks/aehl/
AEHR,"Aehr Test Systems, Inc.",Semiconductor Equipment & Materials,779.87M,779870000,/stocks/aehr/
AEI,Alset Inc.,Real Estate - Development,115.40M,115400000,/stocks/aei/
AEIS,"Advanced Energy Industries, Inc.",Electrical Equipment & Parts,7.63B,7630000000,/stocks/aeis/
AEM,Agnico Eagle Mines Limited,Gold,80.73B,80730000000,/stocks/aem/
AEMD,"Aethlon Medical, Inc.",Medical Devices,4.00M,4000000,/stocks/aemd/
AENT,Alliance Entertainment Holding Corporation,Entertainment,327.15M,327150000,/stocks/aent/
AEO,"American Eagle Outfitters, Inc.",Apparel Retail,2.83B,2830000000,/stocks/aeo/
AEON,"AEON Biopharma, Inc.",Biotechnology,9.90M,9900000,/stocks/aeon/
AEP,"American Electric Power Company, Inc.",Utilities - Regulated Electric,64.37B,64370000000,/stocks/aep/
AER,AerCap Holdings N.V.,Rental & Leasing Services,21.64B,21640000000,/stocks/aer/
AERT,"Aeries Technology, Inc",Consulting Services,30.74M,30740000,/stocks/aert/
AES,The AES Corporation,Utilities - Diversified,9.88B,9880000000,/stocks/aes/
AESI,Atlas Energy Solutions Inc.,Oil & Gas Equipment & Services,1.53B,1530000000,/stocks/aesi/
AEVA,"Aeva Technologies, Inc.",Auto Parts,920.39M,920390000,/stocks/aeva/
AEXA,American Exceptionalism Acquisition Corp. A,Shell Companies,524.25M,524250000,/stocks/aexa/
AEYE,"AudioEye, Inc.",Software - Application,190.71M,190710000,/stocks/aeye/
AFBI,"Affinity Bancshares, Inc.",Banks - Regional,117.09M,117090000,/stocks/afbi/
AFCG,Advanced Flower Capital Inc.,REIT - Mortgage,73.43M,73430000,/stocks/afcg/
AFG,"American Financial Group, Inc.",Insurance - Property & Casualty,10.98B,10980000000,/stocks/afg/
AFJK,"Aimei Health Technology Co., Ltd",Shell Companies,70.03M,70030000,/stocks/afjk/
AFL,Aflac Incorporated,Insurance - Life,57.33B,57330000000,/stocks/afl/
AFRI,Forafric Global PLC,Farm Products,251.26M,251260000,/stocks/afri/
AFRM,"Affirm Holdings, Inc.",Software - Infrastructure,23.41B,23410000000,/stocks/afrm/
AFYA,Afya Limited,Education & Training Services,1.29B,1290000000,/stocks/afya/
AG,First Majestic Silver Corp.,Silver,6.27B,6270000000,/stocks/ag/
AGAE,Allied Gaming & Entertainment Inc.,Entertainment,24.31M,24310000,/stocks/agae/
AGCC,Agencia Comercial Spirits Ltd,Beverages - Wineries & Distilleries,182.51M,182510000,/stocks/agcc/
AGCO,AGCO Corporation,Farm & Heavy Construction Machinery,7.70B,7700000000,/stocks/agco/
AGEN,Agenus Inc.,Biotechnology,126.50M,126500000,/stocks/agen/
AGH,Aureus Greenway Holdings Inc.,Leisure,83.42M,83420000,/stocks/agh/
AGI,Alamos Gold Inc.,Gold,12.98B,12980000000,/stocks/agi/
AGIO,"Agios Pharmaceuticals, Inc.",Biotechnology,2.52B,2520000000,/stocks/agio/
AGL,"agilon health, inc.",Medical Care Facilities,330.09M,330090000,/stocks/agl/
AGM,Federal Agricultural Mortgage Corporation,Credit Services,1.73B,1730000000,/stocks/agm/
AGM.A,Federal Agricultural Mortgage Corporation,Credit Services,1.69B,1690000000,/stocks/agm.a/
AGM.PRH,Federal Agricultural Mortgage Corporation,-,1.69B,1690000000,/stocks/agm.prh/
AGMH,AGM Group Holdings Inc.,Computer Hardware,7.98M,7980000,/stocks/agmh/
AGNC,AGNC Investment Corp.,REIT - Mortgage,10.73B,10730000000,/stocks/agnc/
AGNCM,AGNC Investment Corp.,REIT - Mortgage,10.73B,10730000000,/stocks/agncm/
AGO,Assured Guaranty Ltd.,Insurance - Specialty,3.84B,3840000000,/stocks/ago/
AGRI,AgriFORCE Growing Systems Ltd.,Farm Products,7.55M,7550000,/stocks/agri/
AGRO,Adecoagro S.A.,Agricultural Farm Products,806.56M,806560000,/stocks/agro/
AGRZ,Agroz Inc.,Farm Products,85.61M,85610000,/stocks/agrz/
AGX,"Argan, Inc.",Engineering & Construction,4.23B,4230000000,/stocks/agx/
AGYS,"Agilysys, Inc.",Software - Application,3.50B,3500000000,/stocks/agys/
AHCO,AdaptHealth Corp.,Medical Devices,1.19B,1190000000,/stocks/ahco/
AHG,Akso Health Group,Financial - Credit Services,894.07M,894070000,/stocks/ahg/
AHH,"Armada Hoffler Properties, Inc.",REIT - Diversified,677.97M,677970000,/stocks/ahh/
AHL,Aspen Insurance Holdings Limited,Insurance - Property & Casualty,3.38B,3380000000,/stocks/ahl/
AHMA,Ambitions Enterprise Management Co. L.L.C,Travel Services,152.52M,152520000,/stocks/ahma/
AHR,"American Healthcare REIT, Inc.",REIT - Healthcare Facilities,7.73B,7730000000,/stocks/ahr/
AHT,"Ashford Hospitality Trust, Inc.",REIT - Hotel & Motel,29.83M,29830000,/stocks/aht/
AI,"C3.ai, Inc.",Software - Infrastructure,2.42B,2420000000,/stocks/ai/
AIFF,"Firefly Neuroscience, Inc.",Software - Application,25.15M,25150000,/stocks/aiff/
AIFU,AIFU Inc.,Insurance Brokers,69.73M,69730000,/stocks/aifu/
AIG,"American International Group, Inc.",Insurance - Diversified,43.74B,43740000000,/stocks/aig/
AIHS,Senmiao Technology Limited,Rental & Leasing Services,1.74M,1740000,/stocks/aihs/
AII,"American Integrity Insurance Group, Inc.",Insurance - Property & Casualty,466.40M,466400000,/stocks/aii/
AIIA,AI Infrastructure Acquisition Corp.,Shell Companies,188.57M,188570000,/stocks/aiia/
AIIO,Robo.ai Inc.,Auto Parts,186.48M,186480000,/stocks/aiio/
AIMD,"Ainos, Inc.",Medical Devices,15.74M,15740000,/stocks/aimd/
AIN,Albany International Corp.,Textile Manufacturing,1.67B,1670000000,/stocks/ain/
AIOT,"PowerFleet, Inc.",Software - Infrastructure,675.14M,675140000,/stocks/aiot/
AIP,"Arteris, Inc.",Semiconductors,580.47M,580470000,/stocks/aip/
AIR,AAR Corp.,Aerospace & Defense,3.33B,3330000000,/stocks/air/
AIRE,reAlpha Tech Corp.,Real Estate Services,78.48M,78480000,/stocks/aire/
AIRG,"Airgain, Inc.",Communication Equipment,51.18M,51180000,/stocks/airg/
AIRI,Air Industries Group,Aerospace & Defense,15.60M,15600000,/stocks/airi/
AIRJ,AirJoule Technologies Corporation,Building Products & Equipment,311.87M,311870000,/stocks/airj/
AIRO,"AIRO Group Holdings, Inc.",Aerospace & Defense,517.32M,517320000,/stocks/airo/
AIRS,"AirSculpt Technologies, Inc.",Medical Care Facilities,649.97M,649970000,/stocks/airs/
AIRT,"Air T, Inc.",Conglomerates,62.43M,62430000,/stocks/airt/
AISP,"Airship AI Holdings, Inc.",Software - Infrastructure,162.33M,162330000,/stocks/aisp/
AIT,"Applied Industrial Technologies, Inc.",Industrial Distribution,9.70B,9700000000,/stocks/ait/
AIV,Apartment Investment and Management Company,REIT - Residential,814.99M,814990000,/stocks/aiv/
AIXI,Xiao-I Corporation,Software - Application,14.14M,14140000,/stocks/aixi/
AIZ,"Assurant, Inc.",Insurance - Property & Casualty,10.68B,10680000000,/stocks/aiz/
AJG,Arthur J. Gallagher & Co.,Insurance Brokers,64.07B,64069999999,/stocks/ajg/
AKA,a.k.a. Brands Holding Corp.,Apparel Retail,136.31M,136310000,/stocks/aka/
AKAM,"Akamai Technologies, Inc.",Software - Infrastructure,10.77B,10770000000,/stocks/akam/
AKAN,Akanda Corp.,Drug Manufacturers - Specialty & Generic,1.17M,1170000,/stocks/akan/
AKBA,"Akebia Therapeutics, Inc.",Biotechnology,585.97M,585970000,/stocks/akba/
AKO.A,Embotelladora Andina S.A.,Beverages - Non-Alcoholic,3.84B,3840000000,/stocks/ako.a/
AKO.B,Embotelladora Andina S.A.,Beverages - Non-Alcoholic,3.84B,3840000000,/stocks/ako.b/
AKR,Acadia Realty Trust,REIT - Retail,2.60B,2600000000,/stocks/akr/
AKRO,"Akero Therapeutics, Inc.",Biotechnology,4.34B,4340000000,/stocks/akro/
AKTX,"Akari Therapeutics, Plc",Biotechnology,26.80M,26800000,/stocks/aktx/
AL,Air Lease Corporation,Rental & Leasing Services,7.14B,7140000000,/stocks/al/
ALAB,"Astera Labs, Inc.",Semiconductors,31.03B,31030000000,/stocks/alab/
ALAR,Alarum Technologies Ltd.,Software - Infrastructure,112.58M,112580000,/stocks/alar/
ALB,Albemarle Corporation,Specialty Chemicals,11.56B,11560000000,/stocks/alb/
ALBT,Avalon GloboCare Corp.,Real Estate Services,8.13M,8130000,/stocks/albt/
ALC,Alcon Inc.,Medical Instruments & Supplies,36.81B,36810000000,/stocks/alc/
ALCO,"Alico, Inc.",Farm Products,269.19M,269190000,/stocks/alco/
ALCY,Alchemy Investments Acquisition Corp 1,Shell Companies,52.80M,52800000,/stocks/alcy/
ALDF,Aldel Financial II Inc.,Shell Companies,313.32M,313320000,/stocks/aldf/
ALDX,"Aldeyra Therapeutics, Inc.",Biotechnology,304.43M,304430000,/stocks/aldx/
ALE,"ALLETE, Inc.",Utilities - Diversified,3.91B,3910000000,/stocks/ale/
ALEC,"Alector, Inc.",Biotechnology,148.78M,148780000,/stocks/alec/
ALEX,"Alexander & Baldwin, Inc.",REIT - Retail,1.16B,1160000000,/stocks/alex/
ALF,Centurion Acquisition Corp.,Shell Companies,382.73M,382730000,/stocks/alf/
ALG,Alamo Group Inc.,Farm & Heavy Construction Machinery,2.16B,2160000000,/stocks/alg/
ALGM,"Allegro MicroSystems, Inc.",Semiconductors,5.54B,5540000000,/stocks/algm/
ALGN,"Align Technology, Inc.",Medical Instruments & Supplies,9.99B,9990000000,/stocks/algn/
ALGS,"Aligos Therapeutics, Inc.",Biotechnology,50.75M,50750000,/stocks/algs/
ALGT,Allegiant Travel Company,Airlines,1.10B,1100000000,/stocks/algt/
ALH,Alliance Laundry Holdings Inc.,Specialty Industrial Machinery,5.23B,5230000000,/stocks/alh/
ALHC,"Alignment Healthcare, Inc.",Healthcare Plans,3.37B,3370000000,/stocks/alhc/
ALIS,Calisa Acquisition Corp,Shell Companies,62.55M,62550000,/stocks/alis/
ALIT,"Alight, Inc.",Software - Application,1.52B,1520000000,/stocks/alit/
ALK,"Alaska Air Group, Inc.",Airlines,4.81B,4810000000,/stocks/alk/
ALKS,Alkermes plc,Drug Manufacturers - Specialty & Generic,5.07B,5070000000,/stocks/alks/
ALKT,"Alkami Technology, Inc.",Software - Application,2.13B,2130000000,/stocks/alkt/
ALL,The Allstate Corporation,Insurance - Property & Casualty,50.47B,50470000000,/stocks/all/
ALLE,Allegion plc,Security & Protection Services,14.26B,14260000000,/stocks/alle/
ALLO,"Allogene Therapeutics, Inc.",Biotechnology,275.13M,275130000,/stocks/allo/
ALLR,"Allarity Therapeutics, Inc.",Biotechnology,21.06M,21060000,/stocks/allr/
ALLT,Allot Ltd.,Software - Infrastructure,454.77M,454770000,/stocks/allt/
ALLY,Ally Financial Inc.,Credit Services,12.00B,12000000000,/stocks/ally/
ALM,Almonty Industries Inc.,Other Precious Metals,1.64B,1640000000,/stocks/alm/
ALMS,Alumis Inc.,Biotechnology,494.31M,494310000,/stocks/alms/
ALMU,"Aeluma, Inc.",Semiconductors,286.94M,286940000,/stocks/almu/
ALNT,Allient Inc.,Electronic Components,926.66M,926660000,/stocks/alnt/
ALNY,"Alnylam Pharmaceuticals, Inc.",Biotechnology,60.25B,60250000000,/stocks/alny/
ALOT,"AstroNova, Inc.",Computer Hardware,68.73M,68730000,/stocks/alot/
ALPS,Alps Group Inc,Oil & Gas,9.01M,9010000,/stocks/alps/
ALRM,"Alarm.com Holdings, Inc.",Software - Application,2.46B,2460000000,/stocks/alrm/
ALRS,Alerus Financial Corporation,Banks - Regional,536.38M,536380000,/stocks/alrs/
ALSN,"Allison Transmission Holdings, Inc.",Auto Parts,6.87B,6870000000,/stocks/alsn/
ALT,"Altimmune, Inc.",Biotechnology,357.44M,357440000,/stocks/alt/
ALTG,Alta Equipment Group Inc.,Rental & Leasing Services,196.13M,196130000,/stocks/altg/
ALTI,"AlTi Global, Inc.",Asset Management,577.81M,577810000,/stocks/alti/
ALTO,"Alto Ingredients, Inc.",Specialty Chemicals,78.17M,78170000,/stocks/alto/
ALTS,ALT5 Sigma Corporation,Software - Application,314.87M,314870000,/stocks/alts/
ALUR,Allurion Technologies Inc.,Medical Devices,14.36M,14360000,/stocks/alur/
ALV,"Autoliv, Inc.",Auto Parts,8.87B,8870000000,/stocks/alv/
ALVO,Alvotech,Drug Manufacturers - Specialty & Generic,2.39B,2390000000,/stocks/alvo/
ALX,"Alexander's, Inc.",REIT - Retail,1.13B,1130000000,/stocks/alx/
ALXO,ALX Oncology Holdings Inc.,Biotechnology,82.47M,82470000,/stocks/alxo/
ALZN,"Alzamend Neuro, Inc.",Biotechnology,9.62M,9620000,/stocks/alzn/
AM,Antero Midstream Corporation,Oil & Gas Midstream,8.22B,8220000000,/stocks/am/
AMAL,Amalgamated Financial Corp.,Banks - Regional,820.22M,820220000,/stocks/amal/
AMAT,"Applied Materials, Inc.",Semiconductor Equipment & Materials,185.70B,185700000000,/stocks/amat/
AMBA,"Ambarella, Inc.",Semiconductor Equipment & Materials,3.64B,3640000000,/stocks/amba/
AMBC,"Ambac Financial Group, Inc.",Insurance - Specialty,380.96M,380960000,/stocks/ambc/
AMBO,Ambow Education Holding Ltd.,Education & Training Services,11.14M,11140000,/stocks/ambo/
AMBP,Ardagh Metal Packaging S.A.,Packaging & Containers,2.13B,2130000000,/stocks/ambp/
AMBQ,"Ambiq Micro, Inc.",Semiconductors,557.27M,557270000,/stocks/ambq/
AMBR,Amber International Holding Limited,Real Estate - Development,174.25M,174250000,/stocks/ambr/
AMC,"AMC Entertainment Holdings, Inc.",Entertainment,1.33B,1330000000,/stocks/amc/
AMCR,Amcor plc,Packaging & Containers,18.23B,18230000000,/stocks/amcr/
AMCX,AMC Networks Inc.,Entertainment,328.85M,328850000,/stocks/amcx/
AMD,"Advanced Micro Devices, Inc.",Semiconductors,415.64B,415640000000,/stocks/amd/
AME,"AMETEK, Inc.",Specialty Industrial Machinery,46.53B,46530000000,/stocks/ame/
AMG,"Affiliated Managers Group, Inc.",Asset Management,6.76B,6760000000,/stocks/amg/
AMGN,Amgen Inc.,Drug Manufacturers - General,160.66B,160660000000,/stocks/amgn/
AMH,American Homes 4 Rent,REIT - Residential,13.33B,13330000000,/stocks/amh/
AMIX,"Autonomix Medical, Inc.",Medical Devices,6.12M,6120000,/stocks/amix/
AMKR,"Amkor Technology, Inc.",Semiconductor Equipment & Materials,7.98B,7980000000,/stocks/amkr/
AMLX,"Amylyx Pharmaceuticals, Inc.",Biotechnology,1.49B,1490000000,/stocks/amlx/
AMN,"AMN Healthcare Services, Inc.",Medical Care Facilities,754.60M,754600000,/stocks/amn/
AMOD,"Alpha Modus Holdings, Inc.",Software - Application,43.64M,43640000,/stocks/amod/
AMP,"Ameriprise Financial, Inc.",Asset Management,42.06B,42060000000,/stocks/amp/
AMPG,"AmpliTech Group, Inc.",Communication Equipment,74.27M,74270000,/stocks/ampg/
AMPH,"Amphastar Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1.19B,1190000000,/stocks/amph/
AMPL,"Amplitude, Inc.",Software - Application,1.33B,1330000000,/stocks/ampl/
AMPX,"Amprius Technologies, Inc.",Electrical Equipment & Parts,1.76B,1760000000,/stocks/ampx/
AMPY,Amplify Energy Corp.,Oil & Gas Exploration & Production,183.72M,183720000,/stocks/ampy/
AMR,"Alpha Metallurgical Resources, Inc.",Coking Coal,2.26B,2260000000,/stocks/amr/
AMRC,"Ameresco, Inc.",Engineering & Construction,2.08B,2080000000,/stocks/amrc/
AMRK,"A-Mark Precious Metals, Inc.",Capital Markets,655.05M,655050000,/stocks/amrk/
AMRN,Amarin Corporation plc,Drug Manufacturers - General,338.71M,338710000,/stocks/amrn/
AMRX,"Amneal Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,3.40B,3400000000,/stocks/amrx/
AMS,American Shared Hospital Services,Medical Care Facilities,14.71M,14710000,/stocks/ams/
AMSC,American Superconductor Corporation,Specialty Industrial Machinery,2.67B,2670000000,/stocks/amsc/
AMSF,"AMERISAFE, Inc.",Insurance - Specialty,758.03M,758030000,/stocks/amsf/
AMST,Amesite Inc.,Software - Application,15.96M,15960000,/stocks/amst/
AMT,American Tower Corporation,REIT - Specialty,83.79B,83790000000,/stocks/amt/
AMTB,Amerant Bancorp Inc.,Banks - Regional,691.42M,691420000,/stocks/amtb/
AMTD,AMTD IDEA Group,Asset Management,88.74M,88740000,/stocks/amtd/
AMTM,"Amentum Holdings, Inc.",Specialty Business Services,5.45B,5450000000,/stocks/amtm/
AMTX,"Aemetis, Inc.",Specialty Chemicals,134.70M,134700000,/stocks/amtx/
AMWD,American Woodmark Corporation,"Furnishings, Fixtures & Appliances",928.48M,928480000,/stocks/amwd/
AMWL,American Well Corporation,Health Information Services,84.31M,84310000,/stocks/amwl/
AMX,"América Móvil, S.A.B. de C.V.",Telecom Services,68.85B,68850000000,/stocks/amx/
AMZE,"Amaze Holdings, Inc.",Beverages - Wineries & Distilleries,5.88M,5880000,/stocks/amze/
AMZN,"Amazon.com, Inc.",Internet Retail,2.61T,2610000000000,/stocks/amzn/
AN,"AutoNation, Inc.",Auto & Truck Dealerships,7.29B,7290000000,/stocks/an/
ANAB,"AnaptysBio, Inc.",Biotechnology,1.02B,1020000000,/stocks/anab/
ANDE,"The Andersons, Inc.",Food Distribution,1.57B,1570000000,/stocks/ande/
ANEB,"Anebulo Pharmaceuticals, Inc.",Biotechnology,108.46M,108460000,/stocks/aneb/
ANET,Arista Networks Inc,Computer Hardware,198.20B,198200000000,/stocks/anet/
ANF,Abercrombie & Fitch Co.,Apparel Retail,3.41B,3410000000,/stocks/anf/
ANGH,Anghami Inc.,Entertainment,19.00M,19000000,/stocks/angh/
ANGI,Angi Inc.,Internet Content & Information,588.42M,588420000,/stocks/angi/
ANGO,"AngioDynamics, Inc.",Medical Instruments & Supplies,495.63M,495630000,/stocks/ango/
ANGX,"Angel Studios, Inc.",-,1.03B,1030000000,/stocks/angx/
